,CX,CY,IMS_SWISSCOORDINATE_X,IMS_SWISSCOORDINATE_Y,GUILD,CNHA,BIOIDX,BIOIDX_TX,BIOIDX_TXG,iflor
2,495850,143550,495850,143550,19,49581435,4.0,4.307992995865817,4.307992995865817,0.2
3,496250,142450,496250,142450,19,49621424,18.0,18.92397898759745,18.92397898759745,1.4
6,496550,144850,496557,144844,19,49651448,7.0,7.6548006875706,7.6548006875706,0.6000000000000001
9,496550,144950,496500,144900,19,49651449,6.0,6.6548006875706,6.6548006875706,0.6000000000000001
12,496750,144850,496777,144821,19,49671448,31.0,34.274003437853004,17.137001718926502,3.0000000000000004
28,496950,144950,496950,144900,19,49691449,4.0,4.4365337917137335,4.4365337917137335,0.4
32,497150,144750,497100,144700,19,49711447,4.0,4.4365337917137335,4.4365337917137335,0.4
38,498050,142050,498050,142050,19,49801420,6.0,6.196701315168756,6.196701315168756,0.2
39,498050,145050,498075,145000,19,49801450,14.0,15.52786827099807,15.52786827099807,1.4
46,498050,146150,498081,146140,19,49801461,8.0,8.873067583427467,8.873067583427467,0.8
55,498450,146650,498450,146600,19,49841466,25.0,27.61920275028241,27.61920275028241,2.4
67,498550,146550,498500,146500,19,49851465,50.0,55.23840550056478,55.23840550056478,4.800000000000002
96,498650,147450,498650,147450,19,49861474,6.0,6.218266895856867,6.218266895856867,0.2
97,498650,149050,498652,149003,19,49861490,10.0,10.256811044081429,10.256811044081429,1.0
98,498750,147550,498750,147550,19,49871475,6.0,6.218266895856867,6.218266895856867,0.2
99,498750,149150,498768,149113,19,49871491,10.0,10.256811044081429,10.256811044081429,1.0
102,498850,142550,498806,142542,19,49881425,10.0,10.196701315168756,10.196701315168756,1.0
103,498850,144050,498850,144050,19,49881440,6.0,6.218266895856867,6.218266895856867,0.2
104,498850,147550,498850,147550,19,49881475,6.0,6.218266895856867,6.218266895856867,0.2
107,498950,147750,498976,147710,19,49891477,16.0,16.436533791713735,16.436533791713735,1.2
111,499050,147750,499050,147750,19,49901477,12.0,12.436533791713734,12.436533791713734,0.4
117,499150,147050,499144,147037,19,49911470,16.0,16.436533791713735,16.436533791713735,1.2
119,499150,148150,499150,148150,19,49911481,6.0,6.235085685940557,6.235085685940557,0.2
122,499250,141350,499209,141360,19,49921413,6.0,6.196701315168756,6.196701315168756,0.2
123,499250,141950,499250,141950,19,49921419,6.0,6.196701315168756,6.196701315168756,0.2
125,499250,148150,499212,148194,19,49921481,10.0,10.235085685940556,10.235085685940556,1.0
126,499250,148450,499246,148422,19,49921484,14.0,14.470171371881111,7.235085685940556,1.2
129,499250,158950,499222,158961,19,49921589,6.0,6.25681104408143,6.25681104408143,0.2
130,499350,146050,499383,146038,19,49931460,4.0,4.4365337917137335,4.4365337917137335,0.4
133,499450,141450,499400,141400,19,49941414,14.0,15.376909206181292,15.376909206181292,1.4
144,499450,159050,499450,159050,19,49941590,12.0,12.51362208816286,12.51362208816286,0.4
149,499550,158250,499550,158250,19,49951582,6.0,6.25681104408143,6.25681104408143,0.2
150,499550,159150,499550,159150,19,49951591,12.0,12.458387230489558,12.458387230489558,0.4
152,499650,142350,499650,142350,19,49961423,6.0,6.196701315168756,6.196701315168756,0.2
153,499650,143350,499650,143350,19,49961433,6.0,6.218266895856867,6.218266895856867,0.2
156,499650,158250,499650,158250,19,49961582,6.0,6.25681104408143,6.25681104408143,0.2
157,499650,159150,499603,159111,19,49961591,6.0,6.229193615244779,6.229193615244779,0.2
158,499750,149550,499703,149504,19,49971495,10.0,10.235085685940556,10.235085685940556,1.0
168,499950,142050,499950,142050,19,49991420,6.0,6.196701315168756,6.196701315168756,0.2
169,499950,149850,499954,149804,19,49991498,10.0,10.235085685940556,10.235085685940556,1.0
171,499950,151150,499919,151140,19,49991511,10.0,10.256811044081429,10.256811044081429,1.0
173,500050,148750,500023,148792,19,50001487,10.0,10.235085685940556,10.235085685940556,1.0
174,500050,149250,500014,149212,19,50001492,10.0,10.235085685940556,10.235085685940556,1.0
178,500050,150150,500099,150126,19,50001501,10.0,10.235085685940556,10.235085685940556,1.0
179,500050,151250,500053,151285,19,50001512,10.0,10.256811044081429,10.256811044081429,1.0
181,500050,158350,500050,158350,19,50001583,6.0,6.25681104408143,6.25681104408143,0.2
182,500150,148850,500166,148884,19,50011488,10.0,10.235085685940556,10.235085685940556,1.0
183,500150,149950,500150,149950,19,50011499,6.0,6.235085685940557,6.235085685940557,0.2
186,500250,148850,500272,148879,19,50021488,10.0,10.235085685940556,10.235085685940556,1.0
189,500250,160250,500201,160287,19,50021602,10.0,10.229193615244778,10.229193615244778,1.0
191,500350,151950,500330,151975,19,50031519,4.0,4.51362208816286,4.51362208816286,0.4
193,500350,152950,500350,152950,19,50031529,8.0,8.256811044081429,8.256811044081429,1.0
194,500450,149550,500472,149536,19,50041495,10.0,10.235085685940556,10.235085685940556,1.0
203,500650,142750,500650,142750,19,50061427,6.0,6.196701315168756,6.196701315168756,0.2
204,500650,149150,500687,149180,19,50061491,6.0,6.235085685940557,6.235085685940557,0.2
205,500650,151850,500675,151804,19,50061518,10.0,10.256811044081429,10.256811044081429,1.0
209,500750,151650,500791,151697,19,50071516,10.0,10.256811044081429,10.256811044081429,1.0
210,500750,157550,500762,157551,19,50071575,6.0,6.25681104408143,6.25681104408143,0.2
211,500750,160350,500777,160352,19,50071603,6.0,6.229193615244779,6.229193615244779,0.2
212,500850,149750,500894,149758,19,50081497,14.0,14.470171371881111,14.470171371881111,1.2
214,500850,150950,500896,150971,19,50081509,10.0,10.235085685940556,10.235085685940556,1.0
215,500850,160450,500850,160450,19,50081604,6.0,6.229193615244779,6.229193615244779,0.2
216,500850,161450,500847,161458,19,50081614,10.0,10.229193615244778,10.229193615244778,1.0
217,500950,142550,500950,142550,19,50091425,6.0,6.196701315168756,6.196701315168756,0.2
221,500950,160150,500953,160140,19,50091601,6.0,6.229193615244779,6.229193615244779,0.2
222,500950,160650,500950,160650,19,50091606,6.0,6.229193615244779,6.229193615244779,0.2
225,501150,149050,501177,149043,19,50111490,14.0,14.705257057821669,7.352628528910834,1.4
228,501150,157350,501126,157316,19,50111573,6.0,6.25681104408143,6.25681104408143,0.2
230,501150,158950,501150,158950,19,50111589,6.0,6.229193615244779,6.229193615244779,0.2
231,501150,159550,501150,159550,19,50111595,14.0,14.458387230489556,14.458387230489556,1.2
233,501150,160050,501150,160050,19,50111600,6.0,6.229193615244779,6.229193615244779,0.2
234,501150,160750,501112,160753,19,50111607,6.0,6.229193615244779,6.229193615244779,0.2
235,501150,161150,501199,161128,19,50111611,14.0,14.458387230489556,14.458387230489556,1.2
241,501250,152350,501250,152350,19,50121523,6.0,6.25681104408143,6.25681104408143,0.2
244,501250,160050,501290,160076,19,50121600,14.0,14.458387230489556,14.458387230489556,1.2
247,501350,149050,501354,149044,19,50131490,4.0,4.470171371881113,4.470171371881113,0.4
249,501350,151650,501360,151650,19,50131516,18.0,19.027244176325716,9.513622088162858,1.6
255,501350,159850,501339,159895,19,50131598,20.0,20.687580845734335,20.687580845734335,1.4
259,501450,148950,501440,148910,19,50141489,34.0,37.996456660989466,18.998228330494733,3.400000000000001
276,501450,151950,501422,151951,19,50141519,10.0,10.256811044081429,10.256811044081429,1.0
277,501450,152250,501499,152222,19,50141522,10.0,10.256811044081429,10.256811044081429,1.0
279,501450,159950,501439,159902,19,50141599,10.0,10.229193615244778,10.229193615244778,1.0
281,501550,146550,501500,146500,19,50151465,4.0,4.4365337917137335,4.4365337917137335,0.4
284,501550,150350,501532,150393,19,50151503,10.0,10.235085685940556,10.235085685940556,1.0
285,501550,153250,501561,153225,19,50151532,6.0,6.25681104408143,6.25681104408143,0.2
286,501550,154950,501500,154900,19,50151549,36.0,40.62259879346575,40.62259879346575,3.600000000000001
305,501650,152850,501685,152892,19,50161528,10.0,10.256811044081429,10.256811044081429,1.0
306,501650,153450,501650,153450,19,50161534,8.0,8.256811044081429,8.256811044081429,1.0
310,501750,152550,501786,152502,19,50171525,10.0,10.256811044081429,10.256811044081429,1.0
313,501850,152550,501830,152530,19,50181525,12.0,12.513622088162858,6.256811044081429,1.2
316,501850,156650,501800,156600,19,50181566,6.0,6.77043313224429,6.77043313224429,0.6000000000000001
319,501850,157850,501850,157850,19,50181578,6.0,6.25681104408143,6.25681104408143,0.2
320,501850,160150,501855,160198,19,50181601,14.0,14.458387230489556,14.458387230489556,1.2
