,CX,CY,IMS_SWISSCOORDINATE_X,IMS_SWISSCOORDINATE_Y,GUILD,CNHA,BIOIDX,BIOIDX_TX,BIOIDX_TXG,iflor
0,490050,115350,490054,115348,4,49001153,23.0,24.087455555621418,12.043727777810709,2.0
6,490150,115450,490151,115440,4,49011154,54.0,55.993668518639254,18.664556172879752,4.6000000000000005
18,490250,115150,490200,115118,4,49021151,5.0,5.400546613112138,5.400546613112138,0.4
20,490250,115550,490250,115500,4,49021155,44.0,45.63118333343212,22.81559166671606,3.4000000000000004
29,490350,115550,490386,115573,4,49031155,28.0,29.812425926035694,9.937475308678565,1.9999999999999998
39,490950,116850,490990,116845,4,49091168,18.0,19.401913145892483,9.700956572946241,1.4
47,491150,116750,491150,116750,4,49111167,5.0,5.200273306556069,5.200273306556069,0.2
48,491150,117150,491150,117150,4,49111171,6.0,6.200273306556069,6.200273306556069,0.2
49,491250,116750,491213,116728,4,49121167,16.0,16.801093226224275,5.600364408741425,0.8
53,491350,117150,491377,117150,4,49131171,5.0,5.400546613112138,5.400546613112138,0.4
56,491650,117250,491672,117295,4,49161172,7.0,7.600819919668208,7.600819919668208,0.6000000000000001
59,492350,117550,492337,117534,4,49231175,13.0,14.001366532780345,7.000683266390173,1.0
66,492950,116850,492949,116811,4,49291168,5.0,5.400546613112138,5.400546613112138,0.4
68,493150,116750,493170,116750,4,49311167,7.0,7.600819919668208,7.600819919668208,0.6000000000000001
71,493250,116750,493294,116757,4,49321167,8.0,8.801093226224276,4.400546613112138,0.8
75,493350,116750,493389,116733,4,49331167,10.0,11.001366532780345,5.500683266390173,1.0
81,494050,116650,494070,116664,4,49401166,9.0,9.801093226224276,9.801093226224276,0.8
85,494150,116850,494150,116850,4,49411168,6.0,6.200273306556069,6.200273306556069,0.2
86,494250,117050,494249,117058,4,49421170,5.0,5.400546613112138,5.400546613112138,0.4
88,494450,117450,494436,117461,4,49441174,21.0,22.401913145892486,7.467304381964162,1.4
100,500350,118050,500312,118064,4,50031180,8.0,8.782208666718692,8.782208666718692,0.8
104,500450,118150,500499,118196,4,50041181,5.0,5.485204967534329,5.485204967534329,0.4
107,500550,118250,500560,118225,4,50051182,5.0,5.609326458440191,5.609326458440191,0.4
109,500550,120550,500598,120590,4,50051205,13.0,14.455614902602987,14.455614902602987,1.2
115,500650,118250,500635,118263,4,50061182,4.0,4.609326458440191,4.609326458440191,0.4
118,500650,119850,500613,119896,4,50061198,6.0,6.485204967534329,6.485204967534329,0.4
120,500650,121550,500686,121527,4,50061215,5.0,5.485204967534329,5.485204967534329,0.4
122,500750,117750,500750,117750,4,50071177,5.0,5.195552166679673,5.195552166679673,0.2
124,500750,119150,500750,119150,4,50071191,5.0,5.304663229220096,5.304663229220096,0.2
125,500750,119450,500785,119421,4,50071194,9.0,9.970409935068657,9.970409935068657,0.8
130,500750,121950,500788,121910,4,50071219,7.0,7.7278074513014925,7.7278074513014925,0.6000000000000001
133,500750,122950,500762,122932,4,50071229,4.0,4.609326458440191,4.609326458440191,0.4
137,500850,122250,500868,122203,4,50081222,10.0,11.218652916880382,11.218652916880382,0.8
141,500850,122550,500886,122591,4,50081225,5.0,5.609326458440191,5.609326458440191,0.4
143,500850,123150,500827,123111,4,50081231,7.0,7.913989687660287,7.913989687660287,0.6000000000000001
146,500950,123250,500916,123202,4,50091232,4.0,4.609326458440191,4.609326458440191,0.4
